country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
Equatorial Guinea,GNQ,2004,,,,,,4410764338.66733,4.21968787094834,
Greece,GRC,2004,12815000000.0,14268000.0,26.2374016640208,,4.69291835394752,234979615898.225,2.8988481075817,10.628
Grenada,GRD,2004,86000000.0,370000.0,44.0904789097901,,,599118592.592593,2.3129167822611,
Greenland,GRL,2004,,,,,,1822499769.23938,,10.44
Guatemala,GTM,2004,630000000.0,1182000.0,10.1522842639594,854000.0,4.84064555166496,23577298094.6571,7.57862247309731,2.971
Guam,GUM,2004,,1160000.0,,,,3869000000.0,,7.7
Guyana,GUY,2004,,122000.0,,,,787814379.183843,4.66846622369882,
High income,HIC,2004,504919193320.421,939596423.181025,6.1148236582365,655857600.323493,6.52641440363901,36421520433118.0,2.1926413357709,7.17887331000107
"Hong Kong SAR, China",HKG,2004,11874000000.0,21811000.0,4.18541670536704,68903000.0,4.93364758554168,169099768875.193,-0.274725274725253,6.74
Honduras,HND,2004,420000000.0,1026000.0,12.9721411871431,,6.33547749083659,8869299234.3377,8.1137909709338,5.99
Heavily indebted poor countries (HIPC),HPC,2004,5299920424.62923,10209662.0385666,12.1122984835768,,6.57091005279289,248550616224.678,4.47499289078105,
Croatia,HRV,2004,6945000000.0,44974000.0,45.2625834775581,,4.65093657989413,41836292157.3335,2.05539679050328,13.664
Haiti,HTI,2004,93000000.0,385000.0,18.142801404604,,13.1920207486152,6087360684.2969,21.0318339277222,
Hungary,HUN,2004,4009000000.0,33934000.0,6.26194250172662,17558000.0,3.68542808047912,104120820258.669,6.74434679569469,5.832
IBRD only,IBD,2004,,519447298.172226,7.1315244877403,343892395.090019,5.34144784238976,8083579542097.98,4.69938972474514,6.33359719344161
IDA & IBRD total,IBT,2004,,569823563.004971,7.18917406308882,443665411.817504,5.38782302233686,8812155487875.68,4.46346840736575,
IDA total,IDA,2004,12556181745.334,31980186.9389102,8.15952986371914,,6.16111168404955,729356646292.158,4.37623907077313,
IDA blend,IDB,2004,3657992398.66179,,4.29406787917358,,,341633787232.296,2.89376233055243,
Indonesia,IDN,2004,5226000000.0,5321000.0,6.63083875620386,3941000.0,6.7716819036373,256836875295.452,6.06405988526521,7.303
IDA only,IDX,2004,9144227004.5668,18457815.3607657,12.7648782765367,,5.72885704475362,388002963888.935,4.60133998249787,
Isle of Man,IMN,2004,,,,,,2802206151.59282,,1.0
India,IND,2004,6307000000.0,3457000.0,5.43614296297201,6213000.0,4.41517745086257,709152728830.775,3.76725173477515,
Not classified,INX,2004,,,,,,,,
Ireland,IRL,2004,6075000000.0,6953000.0,,5409000.0,,194372115041.065,2.17854605730523,4.491
"Iran, Islamic Rep.",IRN,2004,1305000000.0,1659000.0,,,,187754571246.703,14.7615086970672,10.3
Iraq,IRQ,2004,,,,,,36633669269.3981,26.9619068193272,
Iceland,ISL,2004,558000000.0,405000.0,12.4441971101113,,13.2852017940324,13825302535.7699,3.15819324298464,4.031
Israel,ISR,2004,2908000000.0,1505800.04882813,5.48662681881302,3614000.0,6.92883895131086,139899274431.058,-0.381637771235433,13.029
Italy,ITA,2004,37893000000.0,58480000.0,8.74156688503398,40400000.0,5.68111516128699,1812808753294.75,2.20673661423657,7.866
Jamaica,JAM,2004,1733000000.0,2515000.0,44.4500517222294,,6.04100322189606,10174664853.9476,13.5545023696682,12.205
Jordan,JOR,2004,1621000000.0,5587000.0,27.0230190453797,1420000.0,6.21878958203742,11411706629.055,3.36186821476601,
Japan,JPN,2004,14343000000.0,6138000.0,2.2718312192158,16831000.0,8.96928963033486,4893116005656.56,-0.0085733882031027,4.734
Kazakhstan,KAZ,2004,803000000.0,4291000.0,3.57368047147953,,5.26798493299783,43151647002.6096,6.882054389819,8.4
Kenya,KEN,2004,799000000.0,1361000.0,18.6573755351818,,,16095337093.8366,11.6240355442426,
Kyrgyz Republic,KGZ,2004,92000000.0,398000.0,9.75625983349117,,6.48060116267963,2211534585.0034,4.11065084723381,8.53
Cambodia,KHM,2004,673000000.0,1055000.0,19.8301685859843,239000.0,2.11422911354286,5883297159.87352,4.31933677434786,7.53
Kiribati,KIR,2004,,63900.0015258789,,,,104085862.435301,,
St. Kitts and Nevis,KNA,2004,103000000.0,383000.0,35.1077462519989,,,506900000.0,2.31455462238093,
"Korea, Rep.",KOR,2004,8222000000.0,5818000.0,2.72849485113575,8826000.0,5.05471796754457,793175561887.027,3.59066298882578,3.42
Kuwait,KWT,2004,398000000.0,3056000.0,1.21446499202717,1928000.0,20.8417903066271,59439090600.6108,1.24856443679889,1.7
Latin America & Caribbean (excluding high income),LAC,2004,32413790702.2872,132972759.430094,6.94932550566285,151105183.477299,5.01120551786048,2043690719202.93,5.90402005546502,8.3161174976668
Lao PDR,LAO,2004,122000000.0,895000.0,22.504472420546,,1.07511460051223,2366398119.86321,10.4622667314208,
Lebanon,LBN,2004,5931000000.0,1278000.0,50.1231146176917,,21.7019922424527,21159827992.0398,,7.85
Liberia,LBR,2004,59000000.0,,18.6012587480718,,2.73925796283964,897000000.0,7.82908704883235,
Libya,LBY,2004,261000000.0,,1.46120255290561,,7.38625725519566,33122307692.3077,-2.197567740559,
St. Lucia,LCA,2004,326000000.0,791000.0,68.5516839023377,,,1066666666.66667,1.46036814425245,20.97
Latin America & Caribbean,LCN,2004,46050442083.6414,161110799.637893,7.03884038262362,155920936.26323,5.11490038156588,2405428955596.86,4.38032286534608,8.44126928904329
Least developed countries: UN classification,LDC,2004,5384394659.64618,11144721.8441438,8.24869778798985,,4.63184870864541,307547508572.789,4.63500759039375,
Low income,LIC,2004,3940666351.3734,7427824.40473071,15.5545036470166,,5.70406003946189,168045991850.84,3.99438400815971,
Liechtenstein,LIE,2004,,48500.0,,,,3454373797.74442,,2.4
Sri Lanka,LKA,2004,808000000.0,681000.0,11.0930498198752,680000.0,5.47888652336652,20662525941.2985,7.57592582995856,8.38
Lower middle income,LMC,2004,44750420461.8972,82272562.5244204,10.0969755638463,,5.73067158336931,1649983007882.31,4.50460331603898,
Low & middle income,LMY,2004,,453546722.554274,7.32431346625718,388092539.308254,4.91515102090226,7609502030648.46,4.50460331603898,
Lesotho,LSO,2004,,304000.0,,,17.3745945240439,1511236655.52047,5.02342068616285,
Late-demographic dividend,LTE,2004,,312413443.50084,6.58826726195228,148763314.994449,5.60126064957903,5122697281253.38,3.85730391367399,5.5269364845669
Lithuania,LTU,2004,834000000.0,,7.53823942915029,,5.07830192310283,22743164431.1972,1.16410252104671,10.684
Luxembourg,LUX,2004,3824000000.0,878000.0,7.79361795219138,1100000.0,7.28716046112546,35064843792.8993,2.22567916428889,5.113
Latvia,LVA,2004,343000000.0,3127000.0,6.37397970179676,2457000.0,5.70800230447468,13827070378.5612,6.1923854719744,11.708
"Macao SAR, China",MAC,2004,7431000000.0,16673000.0,73.6711869386322,,9.18161270808154,10643253553.184,0.980728452039424,4.905
St. Martin (French part),MAF,2004,,,,,,,,
Morocco,MAR,2004,4540000000.0,5732000.0,31.3139794913045,1603000.0,5.14500008968015,66114145451.0067,1.49344403381774,10.83
Monaco,MCO,2004,,250000.0,,,,4043551488.82603,,
Moldova,MDA,2004,112000000.0,69000.0,9.53832789705419,,6.92538538487188,2598249555.89984,12.5242768428227,6.374
Madagascar,MDG,2004,239000000.0,,26.0806318655556,,6.8980709714106,5064732626.29389,13.9558018033211,
Maldives,MDV,2004,,617000.0,,61000.0,10.3845251909363,1226829562.5,-1.68541212459466,
Middle East & North Africa,MEA,2004,39185640789.8452,80626989.198281,,,8.91671507571689,1287572186554.3,3.12226204699354,11.3084886873054
Mexico,MEX,2004,11609000000.0,99250000.0,5.64778067571237,128903000.0,3.64324151989458,819459227375.022,4.68840884843143,3.937
Marshall Islands,MHL,2004,5000000.0,9000.0,,,,132900000.0,,
Middle income,MIC,2004,,441446433.229989,7.23361866205668,361477105.740401,4.90301937016469,7443637928658.46,4.68840884843143,
North Macedonia,MKD,2004,103000000.0,165000.0,6.17208793816276,,2.97354973248296,5682784471.69722,-0.448650206552038,37.161
Mali,MLI,2004,142000000.0,113000.0,11.6415590978971,,7.68000517728093,5454249125.72966,-3.09978128063956,8.75
Malta,MLT,2004,949000000.0,1428000.0,15.1846188729438,,4.54034859021959,6104139672.8194,2.79082848067754,7.317
Myanmar,MMR,2004,97000000.0,657000.0,3.32159731164855,,1.45135732346784,10567354056.4049,4.53421374129692,
Middle East & North Africa (excluding high income),MNA,2004,25745093556.1001,37570149.4747039,22.882783974608,,8.29048648563688,602300019007.892,3.79704017606906,11.9370738776838
Montenegro,MNE,2004,,188000.0,,,,2073234417.68066,,
Mongolia,MNG,2004,205000000.0,305000.0,16.9380680405583,,14.7259126662532,1992066808.09598,8.24115449417618,
Northern Mariana Islands,MNP,2004,,536000.0,,,,1210000000.0,,
Mozambique,MOZ,2004,96000000.0,711000.0,,,,7937255565.35765,,
Mauritania,MRT,2004,,,,,,2362501023.24249,10.3676233473073,
Mauritius,MUS,2004,1156000000.0,739000.0,33.5193930824813,180000.0,7.70320324016279,6667418752.07307,4.71037060105885,8.337
Malawi,MWI,2004,75000000.0,427000.0,13.1055629963797,,6.62914567385271,5058726350.48896,11.4298060822124,
Malaysia,MYS,2004,9183000000.0,15703000.0,6.38149428469169,30761000.0,3.22570457178259,124749473684.211,1.42127115937402,3.54
North America,NAC,2004,140472238015.527,106929000.0,7.89400355292957,104905071.901498,5.32225236328107,13248370941278.2,2.26724770583214,5.70285956608681
Namibia,NAM,2004,426000000.0,986000.0,18.4990751403333,,,6609205994.77406,4.13663213144748,22.09
New Caledonia,NCL,2004,,100000.0,,89000.0,,5895008977.9531,,16.31
Niger,NER,2004,32299999.2370605,57000.0,6.08272107672973,,4.92127482640733,3760443737.53797,0.262543757292838,
Nigeria,NGA,2004,49000000.0,2646000.0,0.12859961546038,,,135764731645.611,14.9980338183251,
Nicaragua,NIC,2004,,735000.0,,701000.0,6.32002298190175,5792932838.40051,8.47021063584077,6.41
Netherlands,NLD,2004,16495000000.0,9646000.0,4.01987648523449,17130000.0,4.66448959945695,661224886143.245,1.2636473918318,4.646
Norway,NOR,2004,3531000000.0,3628000.0,3.25657918809582,2960000.0,12.1273075505027,265268662473.297,0.45449850222084,4.256
Nepal,NPL,2004,260000000.0,385000.0,21.0709393202306,286000.0,8.94021476424276,7273938314.71988,2.84181131248978,
Nauru,NRU,2004,,,,,,30587565.7988334,,
New Zealand,NZL,2004,5098000000.0,2334000.0,16.9243498310544,1733000.0,7.55425335770869,103905210084.034,2.29024902847571,4.005
OECD members,OED,2004,482736736339.537,883810873.550967,6.24363459511648,680025751.01827,6.47046009520309,35639094671180.0,2.2579640963823,7.17272701278512
Oman,OMN,2004,601000000.0,1407000.0,4.25726787030213,,7.46494505857431,28378933680.104,0.624969062631367,
Other small states,OSS,2004,,25484888.2669086,17.7030623630339,,8.29541463396822,90029266147.266,3.12226204699354,
Pakistan,PAK,2004,765000000.0,648000.0,4.77319225482482,,7.32494206388876,132216048339.413,7.44462469342739,7.4
Panama,PAN,2004,903000000.0,1004000.0,10.1762531554273,256000.0,3.2390983407884,15100203400.0,0.474723078204336,12.44
Peru,PER,2004,1232000000.0,1650000.0,8.44484230262939,1635000.0,6.91770370476409,66768703497.5687,3.66247320092233,4.707
Philippines,PHL,2004,2390000000.0,2291000.0,7.33984398992691,1920000.0,3.81280763560952,95001999685.3314,4.82921083627795,3.554
Palau,PLW,2004,,89000.0,,,,166391600.0,4.96407576747217,
Papua New Guinea,PNG,2004,7099999.90463257,,0.25142304071058,,2.92563568166371,3927157866.96465,2.15893131266946,
Poland,POL,2004,6521000000.0,61918000.0,7.4188263669253,37226000.0,5.34619953118266,256268656145.134,3.38264681884691,18.822
Pre-demographic dividend,PRE,2004,4323237264.80582,11371716.1872645,4.21051333698896,,,419814821844.776,4.10703593955402,
Puerto Rico,PRI,2004,3024000000.0,4889000.0,,1361000.0,,80322313000.0,,10.31
"Korea, Dem. People's Rep.",PRK,2004,,,,,,,,
Portugal,PRT,2004,8902000000.0,10639000.0,16.8826980918648,,4.99703119876346,189382122532.169,2.36536204097302,6.319
Paraguay,PRY,2004,87000000.0,2589000.0,1.97878276854972,170000.0,3.64617076735321,9624440836.29309,4.32326492967491,6.513
West Bank and Gaza,PSE,2004,84000000.0,56000.0,14.0750670241287,,10.7094558726273,4603100000.0,3.00417498638593,23.215
Pacific island small states,PSS,2004,851214395.847101,,41.9315005374321,,7.29903464171296,4876586123.90704,4.96407576747217,
Post-demographic dividend,PST,2004,476118936369.303,791914175.228682,6.25592342934376,594526471.933663,6.47517902503395,34000501261865.6,2.07924464636088,6.51792525820804
French Polynesia,PYF,2004,737000000.0,,61.4074494195263,,20.2501061925328,5564109981.9138,,
Qatar,QAT,2004,,,,,,31734065934.0659,6.79933665008279,1.48
Romania,ROU,2004,607000000.0,6600000.0,2.31502669717773,6972000.0,2.02714932126697,74973656851.8076,11.8743635936399,7.719
Russian Federation,RUS,2004,7262000000.0,22064000.0,3.6159963272392,24507000.0,12.5154205358735,591016690732.385,10.8886157326216,7.763
Rwanda,RWA,2004,,,,,,2376496067.01198,12.2507102894391,
South Asia,SAS,2004,,6372282.54475846,5.48897137872285,10087901.4320573,4.83821390583124,941600860447.855,4.10593698272959,
Saudi Arabia,SAU,2004,,11083000.0,,4234000.0,,258742133333.333,0.515506766998081,5.822
Sudan,SDN,2004,21000000.0,61000.0,0.54946780118685,,3.78436840826455,26646007250.7319,9.65754628605945,
Senegal,SEN,2004,286000000.0,677000.0,13.1034214318138,,4.3176395264853,10076816666.6196,0.51478178102298,
Singapore,SGP,2004,5327000000.0,8329000.0,2.1644241189008,5165000.0,4.30595822094702,115033593101.049,1.66272719863071,5.84
Solomon Islands,SLB,2004,3519999.98092651,5599.99990463257,3.02297027556718,,7.55929129711248,468005318.551977,6.98584202682567,
Sierra Leone,SLE,2004,58000000.0,,27.9359186929897,28000.0,8.4464231823456,2237350963.27352,,3.42
El Salvador,SLV,2004,748000000.0,1030000.0,26.4091639195426,1079000.0,6.69503208062102,13724810900.0,4.45194392395045,6.8
San Marino,SMR,2004,,2812000.0,,,,1715340542.988,1.43083868527342,
Somalia,SOM,2004,,,,,,3859592813.10255,,
Serbia,SRB,2004,220000000.0,392000.0,,,,26845632341.8075,11.0263627183464,18.5
Sub-Saharan Africa (excluding high income),SSA,2004,15842597634.89,24570128.1884486,8.99377886921791,,6.53481287028881,697598887827.385,4.17816000119791,
South Sudan,SSD,2004,,,,,,,,
Sub-Saharan Africa,SSF,2004,16114153054.4845,24699148.8251034,9.11854789882504,,6.54209270938185,698496039334.091,4.13663213144748,
Small states,SST,2004,,42165941.5153621,22.786736242788,,8.65846178630205,115194366114.688,2.96003946719286,
Sao Tome and Principe,STP,2004,7700000.0,10600.0003814697,51.0973272537231,,3.89770028830286,114582283.916382,13.2858860871796,16.12
Suriname,SUR,2004,52000000.0,,,,,1484092538.40527,9.98632511974878,9.49
Slovak Republic,SVK,2004,931000000.0,,2.35659059375312,,2.18212274197298,57215475076.2986,7.54850088183423,18.206
Slovenia,SVN,2004,1725000000.0,1499000.0,8.86142275921588,,4.7150822245929,34156553313.4031,3.59297594249509,6.012
Sweden,SWE,2004,7686000000.0,4676000.0,4.76724868507879,,8.2570918635365,384547211147.247,0.373659828721813,6.693
Eswatini,SWZ,2004,75099998.4741211,,3.78965762371172,,2.67484066541695,2770082791.50412,3.44533507316614,
Sint Maarten (Dutch part),SXM,2004,,1823000.0,,,,,,
Seychelles,SYC,2004,256000000.0,126000.0,40.7837289848844,48000.0,7.88567244564829,893012218.181818,3.85730391367399,
Syrian Arab Republic,SYR,2004,1883000000.0,6334000.0,19.1488279859663,4309000.0,7.48476936466493,25086950495.0495,4.43314136719839,
Turks and Caicos Islands,TCA,2004,,,,,,485598800.0,,9.86
Chad,TCD,2004,,26000.0,,,,4422855660.82592,-5.35540028884816,
East Asia & Pacific (IDA & IBRD countries),TEA,2004,,150908208.180781,6.01486109053837,41526785.5840259,4.13350979266757,2680312289369.41,4.53421374129692,4.33609703637017
Europe & Central Asia (IDA & IBRD countries),TEC,2004,,192355295.09094,6.92651057249565,118880525.378158,7.83767091508752,1629859985841.11,6.882054389819,9.18890179715448
Togo,TGO,2004,25000000.0,83000.0,3.32296145246722,,3.47181160127997,3191561508.69088,0.393078681031619,
Thailand,THA,2004,13054000000.0,11737000.0,11.4489821404166,2709000.0,4.9808625862229,172895685154.658,2.75914926231081,1.51
Tajikistan,TJK,2004,9600000.38146973,,0.786987650071344,,,2076176869.41089,7.14196508692253,2.0
Turkmenistan,TKM,2004,,,,32000.0,,6838351088.46688,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,34101255368.2893,138679012.316759,6.58622595434412,154187895.501254,5.04602651445993,2264847326541.43,4.45194392395045,8.57049750743644
Timor-Leste,TLS,2004,,,,,,440772000.0,3.23751394003322,
Middle East & North Africa (IDA & IBRD countries),TMN,2004,25654681704.8562,37545158.34004,22.9351939405387,,8.21860275045032,597696919007.892,3.96180030257187,11.8375504063721
Tonga,TON,2004,13100000.3814697,51000.0,29.2129023632291,,12.9069209323243,230677994.614233,10.9734053679554,
South Asia (IDA & IBRD),TSA,2004,,6174166.62667017,5.48897137872285,9938652.85783077,4.83821390583124,941600860447.855,4.10593698272959,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,16114153054.4845,24699148.8251034,9.11854789882503,,6.54209270938185,698496039334.091,4.13663213144748,
Trinidad and Tobago,TTO,2004,568000000.0,501000.0,7.69224657874852,,2.68566313022609,13280291989.5755,3.72154938995965,8.33
Tunisia,TUN,2004,2432000000.0,5998000.0,18.01138689025,2312000.0,3.01126940266958,31183885241.4396,3.63228004956625,14.23
Turkiye,TUR,2004,,17517000.0,,7299000.0,,408865430220.331,8.59826168115272,10.838
Tuvalu,TUV,2004,,1299.99995231628,,2299.99995231628,18.5871031806983,22798274.9795551,,
Tanzania,TZA,2004,762000000.0,583000.0,29.136595975605,,13.5934200021083,16673062473.3981,4.73580143949058,
Uganda,UGA,2004,268000000.0,512000.0,23.6689222286873,231000.0,8.23220929522677,7939487547.77384,3.72128743978228,
Ukraine,UKR,2004,2931000000.0,18583000.0,7.42758673120296,,7.71439343406514,67220154164.3166,9.04806786050888,8.59
Upper middle income,UMC,2004,,351774849.750366,6.53511225621097,250002201.941092,4.69245257984252,5793585386943.71,4.71037060105885,5.96061860672696
Uruguay,URY,2004,591000000.0,1871000.0,13.8844347855874,569000.0,7.06667032031791,13686329890.1191,9.15760507540997,12.98
United States,USA,2004,107210000000.0,67606000.0,9.17798755437151,79655000.0,5.24707215588486,12217196000000.0,2.67723669309172,5.529
Uzbekistan,UZB,2004,57000000.0,262000.0,,455000.0,,12030023547.8807,,0.4
St. Vincent and the Grenadines,VCT,2004,,262000.0,,,,549900185.185185,2.96003946719286,
"Venezuela, RB",VEN,2004,554000000.0,618000.0,1.35844245010053,816000.0,7.45422437029464,112451400424.964,,
British Virgin Islands,VGB,2004,393000000.0,304000.0,,,,,,
Virgin Islands (U.S.),VIR,2004,1356000000.0,2620000.0,,,,3797000000.0,,
Viet Nam,VNM,2004,1700000000.0,2928000.0,5.60094886663152,,,45427854693.2554,7.75494748709601,2.14
Vanuatu,VUT,2004,93000000.0,99000.0,57.9719509628062,13000.0,8.39975787390597,364996869.129618,1.41891891891893,
World,WLD,2004,767670139801.407,1436450364.25948,6.34131613172147,1201164309.27279,6.21616445763013,44151098975078.0,3.51799903099596,
Samoa,WSM,2004,70000000.0,,65.5786042794434,54000.0,6.03026922291512,407747565.096959,16.3131507905901,
Kosovo,XKX,2004,,,,,,,-1.06472696605525,39.7
"Yemen, Rep.",YEM,2004,,,,,,13867634371.4773,12.5150951495207,16.23
South Africa,ZAF,2004,7571000000.0,6815000.0,12.9560487575319,,7.20010130439345,255806908594.573,-0.692030271024132,24.673
Zambia,ZMB,2004,,515000.0,,,3.9554051070719,6221110219.45542,17.9677891087286,
Zimbabwe,ZWE,2004,194000000.0,1854000.0,,498000.0,,5805598400.0,,4.39
Aruba,ABW,2005,1097000000.0,1286000.0,19.1648620308122,,4.99210619976997,2360017318.43575,3.39778677828806,
Africa Eastern and Southern,AFE,2005,16105273905.4633,19917566.3729011,11.1636087808495,,6.48036363467664,516661066397.697,8.55803802239778,
Afghanistan,AFG,2005,,,,,,6203256538.70967,12.6862687216715,
Africa Western and Central,AFW,2005,2740615084.05839,6320831.90878145,2.78159836851538,,4.53388856194165,313327532014.413,5.63163351357613,
Angola,AGO,2005,103000000.0,210000.0,0.4241085211113,,0.891429156256578,36970900883.8109,22.953513851394,
Albania,ALB,2005,880000000.0,748000.0,60.2421079564304,2097000.0,23.0834119188353,8052077248.14638,2.36658195679796,6.566
Andorra,AND,2005,,11049000.0,,,,3161084091.11674,,
Arab World,ARB,2005,40184504881.5326,82979842.6266383,,,7.60474326825452,1210020765397.36,3.49368534619531,
United Arab Emirates,ARE,2005,3218000000.0,,,,,180617467964.602,,3.12
Argentina,ARG,2005,3209000000.0,3823000.0,6.84335415200094,4481000.0,10.2135270895557,198737095012.282,,11.506
Armenia,ARM,2005,243000000.0,319000.0,16.6569781309192,269000.0,11.376606462776,4900469511.10191,0.638928002410097,
American Samoa,ASM,2005,,24500.0,,,,500000000.0,,9.98
Antigua and Barbuda,ATG,2005,,712000.0,,,,1143714814.81481,2.09875196709308,
Australia,AUS,2005,19719000000.0,5499000.0,14.3464235453512,4756000.0,10.6086965040116,695692898676.56,2.69183168316832,5.036
Austria,AUT,2005,18471000000.0,19952000.0,11.6184902947672,8206000.0,7.43995447611491,313952317330.776,2.29913785639285,5.682
Azerbaijan,AZE,2005,100000000.0,1177000.0,1.22857307134914,1830000.0,2.76046653646466,13245421880.834,9.67950731917057,7.26
Burundi,BDI,2005,1899999.97615814,148000.0,1.9875644904136,,19.1954763856734,1117113079.73645,13.2520699188224,
Belgium,BEL,2005,10881000000.0,6747000.0,3.81544361542398,9327000.0,6.06452731446082,385714762230.039,2.78143263670022,8.44
Benin,BEN,2005,107699996.948242,960000.0,13.9474275873583,,5.06527669775788,6567654954.38903,5.36452085832343,
Burkina Faso,BFA,2005,46000000.0,245000.0,8.43405095850513,,5.30761387809165,6146353173.34929,6.41504018369684,4.0
Bangladesh,BGD,2005,82000000.0,208000.0,0.777142605494865,1767000.0,2.52239668635981,69476001239.419,7.04661816222039,4.25
Bulgaria,BGR,2005,3063000000.0,7282000.0,18.956278381681,4235000.0,9.01582061019393,29868657858.0082,5.03883807111902,10.083
Bahrain,BHR,2005,1603000000.0,6313000.0,11.96543166416,,5.5798753845756,15968723404.2553,2.58620689655173,
"Bahamas, The",BHS,2005,2081000000.0,4779000.0,68.0057228735344,,14.4111052383098,9836200000.0,1.59160618079802,10.2
Bosnia and Herzegovina,BIH,2005,557000000.0,217000.0,15.7155037651777,,2.00258552313115,11222796336.5426,,
Belarus,BLR,2005,346000000.0,4738000.0,1.97305018732572,6596000.0,3.00092470354237,30210091836.8294,10.3388794457932,1.5
Belize,BLZ,2005,,1037000.0,,,6.40108220997538,1474950000.0,-1.1043104441191,10.91
Bermuda,BMU,2005,,517000.0,,161000.0,,4868136000.0,,
Bolivia,BOL,2005,345000000.0,524000.0,10.5202395482619,386000.0,8.97175787695801,9549122905.32852,5.39323106890663,5.45
Brazil,BRA,2005,4168000000.0,5358000.0,3.12968123280917,3364000.0,5.93453779003952,891633839853.105,6.86953720898964,10.551
Barbados,BRB,2005,905000000.0,1111000.0,51.3432413790437,,7.81550217154281,3819500000.0,6.08218729535043,
Brunei Darussalam,BRN,2005,191000000.0,815000.0,2.78544568497019,,14.8299091150939,10547202612.4295,1.24443711883965,
Bhutan,BTN,2005,19000000.0,13600.0003814697,,,,860391000.221655,5.31263104637751,3.1
Botswana,BWA,2005,563000000.0,1684000.0,10.6832879446458,,8.21586511796807,9918907108.09702,8.6102252854644,
Central African Republic,CAF,2005,7199999.80926514,12000.0,,8000.0,,1337894378.73743,2.88352073359022,
Canada,CAN,2005,15891000000.0,36160000.0,3.68825996279488,,5.90536053070774,1173108598778.68,2.21355203439767,6.758
Central Europe and the Baltics,CEB,2005,35382849949.5908,208136165.233864,8.55361588161146,97852373.4025387,4.23813421362068,885828738649.216,3.31717824448045,12.0036939283982
Switzerland,CHE,2005,11914000000.0,7229000.0,5.3178873632739,,5.54077105048643,418284865884.998,1.17195420333703,4.437
Channel Islands,CHI,2005,,,,,,8827272727.27273,,
Chile,CHL,2005,1608000000.0,,3.29910000419388,2031000.0,2.89351080804157,122294145162.835,3.05257621387847,9.34
China,CHN,2005,,120292000.0,,31026000.0,,2285961149879.85,1.77641407667571,4.2
Cote d'Ivoire,CIV,2005,93000000.0,,1.09067506657074,,7.44798769356133,24036918703.1747,3.88583039886476,
Cameroon,CMR,2005,229000000.0,,5.40497240696753,,11.0387897334001,19509852206.9341,2.01353950175986,4.4
"Congo, Dem. Rep.",COD,2005,3200000.0,61000.0,0.116533139111435,,1.39910871592911,11964484465.9388,21.3168167229341,2.948
"Congo, Rep.",COG,2005,,,,,,6650001680.48544,3.09449011456182,19.796
Colombia,COL,2005,1891000000.0,981000.0,7.66679008779926,1553000.0,7.62755605350579,145600529605.803,5.05101962689696,11.062
Comoros,COM,2005,24399999.6185303,25899.9996185303,42.7128281790112,,13.7969023012677,653845169.168576,3.0133239505812,
Cabo Verde,CPV,2005,177000000.0,198000.0,50.0156825058858,,12.7736242220185,972241676.907662,0.41889161285517,
Costa Rica,CRI,2005,2008000000.0,1959000.0,22.906577703843,487000.0,6.47550804128426,20040642476.9817,13.7982949108987,6.749
Caribbean small states,CSS,2005,6646851691.78498,13151761.2565445,49.4585339321378,,10.4002909584599,22215175058.8425,3.475806937554,
Cuba,CUB,2005,2591000000.0,2319000.0,,162000.0,,42643836100.0,,1.95
Curacao,CUW,2005,244000000.0,510000.0,,,,2344637262.56983,4.11711711711708,
Cayman Islands,CYM,2005,356000000.0,1967000.0,,,,,,3.54
Cyprus,CYP,2005,2644000000.0,2657000.0,32.8582578213493,914000.0,11.779437817332,18433412510.8817,2.56016132330234,5.481
Czechia,CZE,2005,5772000000.0,24747000.0,6.83869251436916,6963000.0,3.19370697333108,137264185596.1,1.8570978910922,7.927
Germany,DEU,2005,40518000000.0,21500000.0,3.89046935824524,86622000.0,9.4168122035702,2893393187361.87,1.54691114751328,11.193
Djibouti,DJI,2005,7100000.0,30200.0007629395,2.46641731821736,,3.98775606489159,708633194.726566,3.10496640148298,
Dominica,DMA,2005,57000000.0,381000.0,32.9143549073922,,,364255555.555556,1.68190079877553,
Denmark,DNK,2005,5293000000.0,26927000.0,4.22177176388086,5469000.0,6.18173544859804,265150087711.985,1.81781458291254,4.83
Dominican Republic,DOM,2005,3518000000.0,3981000.0,46.4324367130375,419000.0,5.77760189948556,35777560683.9366,4.19020260472056,6.587
Algeria,DZA,2005,477000000.0,1443000.0,0.976638479965647,1513000.0,2.67857142857155,107046618669.707,1.38244656662118,15.27
East Asia & Pacific (excluding high income),EAP,2005,,165948098.184479,,45651720.9627782,,3108469305951.51,5.52861156446484,4.47076356845334
Early-demographic dividend,EAR,2005,105587200409.928,220351005.237344,8.21083446259595,238161620.688834,5.02192097374816,4895441112536.1,4.8217005071285,5.90953171406531
East Asia & Pacific,EAS,2005,,243811863.55181,4.74708160509454,178980034.497511,5.91093823110944,10413111385434.0,3.03702332617012,4.45709078245879
Europe & Central Asia (excluding high income),ECA,2005,41773152256.1187,92511429.3466292,12.6757343827425,85797832.2211344,4.23049235321175,796696338766.086,7.87957982963885,7.95155446943193
Europe & Central Asia,ECS,2005,343532375192.222,815823430.708176,6.63977420207343,504648379.38485,6.84558762288047,16824448818821.7,2.60932308197748,8.36343674579104
